id,title,authors,abstract,url
81,Ascidian embryonic cells with properties of neural-crest cells and neuromesodermal progenitors of vertebrates,"Tasuku Ishida  1 , ; Yutaka Satou  2; ; ; ","Abstract
Neural-crest cells and neuromesodermal progenitors (NMPs) are multipotent cells that are important for development of vertebrate embryos. In embryos of ascidians, which are the closest invertebrate relatives of vertebrates, several cells located at the border between the neural plate and the epidermal region have neural-crest-like properties; hence, the last common ancestor of ascidians and vertebrates may have had ancestral cells similar to neural-crest cells. However, these ascidian neural-crest-like cells do not produce cells that are commonly of mesodermal origin. Here we showed that a cell population located in the lateral region of the neural plate has properties resembling those of vertebrate neural-crest cells and NMPs. Among them, cells with Tbx6-related expression contribute to muscle near the tip of the tail region and cells with Sox1/2/3 expression give rise to the nerve cord. These observations and cross-species transcriptome comparisons indicate that these cells have properties similar to those of NMPs. Meanwhile, transcription factor genes Dlx.b, Zic-r.b and Snai, which are reminiscent of a gene circuit in vertebrate neural-crest cells, are involved in activation of Tbx6-related.b. Thus, the last common ancestor of ascidians and vertebrates may have had cells with properties of neural-crest cells and NMPs and such ancestral cells may have produced cells commonly of ectodermal and mesodermal origins.",https://pubmed.ncbi.nlm.nih.gov/38565680/
82,Neural crest lineage in the protovertebrate model Ciona,"Lauren G Todorov #  1   2 , ; Kouhei Oonuma #  3   4 , ; Takehiro G Kusakabe  5 , ; Michael S Levine  6   7 , ; Laurence A Lemaire  8   9; ; ; ; ; ; ","Abstract
Neural crest cells are multipotent progenitors that produce defining features of vertebrates such as the 'new head'1. Here we use the tunicate, Ciona, to explore the evolutionary origins of neural crest since this invertebrate chordate is among the closest living relatives of vertebrates2-4. Previous studies identified two potential neural crest cell types in Ciona, sensory pigment cells and bipolar tail neurons5,6. Recent findings suggest that bipolar tail neurons are homologous to cranial sensory ganglia rather than derivatives of neural crest7,8. Here we show that the pigment cell lineage also produces neural progenitor cells that form regions of the juvenile nervous system following metamorphosis. Neural progenitors are also a major derivative of neural crest in vertebrates, suggesting that the last common ancestor of tunicates and vertebrates contained a multipotent progenitor population at the neural plate border. It would therefore appear that a key property of neural crest, multipotentiality, preceded the emergence of vertebrates.",https://pubmed.ncbi.nlm.nih.gov/39443803/
83,Nanoplastic-Induced Developmental Toxicity in Ascidians: Comparative Analysis of Chorionated and Dechorionated Phallusia mammillata Embryos,"Maria Concetta Eliso  1   2 , ; Ilaria Corsi  1 , ; Antonietta Spagnuolo  2 , ; Rémi Dumollard  3; ; ; ; ; ","Abstract
Nanoplastics pose a growing threat to marine ecosystems, particularly affecting the early developmental stages of marine organisms. This study investigates the effects of amino-modified polystyrene nanoparticles (PS-NH2, 50 nm) on the embryonic development of Phallusia mammillata, a model ascidian species. Both chorionated and dechorionated embryos were exposed to increasing concentrations of PS-NH2 so morphological alterations could be assessed with a high-content analysis of the phenotypes and genotoxicity. PS-NH2 induced the same morphological alterations in both chorionated and dechorionated embryos, with dechorionated embryos being more sensitive (EC50 = 3.0 μg mL-1) than chorionated ones (EC50 = 6.26 μg mL-1). Interestingly, results from the morphological analysis showed two concentration-dependent mechanisms of action: (i) at concentrations near the EC50, neurodevelopmental abnormalities resembling the ones induced by exposure to known endocrine disruptors (EDs) were observed, and (ii) at higher concentrations (15 μg mL-1 and 7.5 μg mL-1 for chorionated and dechorionated embryos, respectively), a nonspecific toxicity was evident, likely due to general oxidative stress. The phenotypes resulting from the PS-NH2 treatment were not related to DNA damage, as revealed by a genotoxicity assay performed on neurula embryos. Our data suggest that PS-NH2-induced toxicity is primarily mediated through oxidative stress, probably triggered by interactions between the positive charges of the PS NPs and the negative charges on the cell membranes. The lack of a protective chorion further exacerbated these effects, highlighting its role in mitigating/protecting against NP-induced damage.
Keywords: PS-NH2; Phallusia mammillata; embryotoxicity; genotoxicity; morphometric analysis; nanoplastics; neurodevelopment; oxidative stress; polystyrene nanoparticles.",https://pubmed.ncbi.nlm.nih.gov/39846542/
84,Making sense of vertebrate senses from a neural crest and cranial placode evo-devo perspective,"Brittany M Edens  1 , ; Marianne E Bronner  2; ; ; ","Abstract
The evolution of vertebrates from protochordate ancestors marked the beginning of the gradual transition to predatory lifestyles. Enabled by the acquisition of multipotent neural crest and cranial placode cell populations, vertebrates developed an elaborate peripheral nervous system, equipped with paired sense organs, which aided in adaptive behaviors and ultimately, successful colonization of diverse environmental niches. Underpinning the enduring success of vertebrates is the highly adaptable nature of the peripheral nervous system, which is enabled by the exceptional malleability of the neural crest and placode developmental programs. Here, we explore the embryonic origins of the vertebrate senses from the neural crest and cranial placodes and discuss the evolutionary trajectory of the senses in the context of adaptation to novel environments.
Keywords: New Head Hypothesis; gene regulatory network; neural plate border; peripheral nervous system; sense organs; water-to-land transition.",https://pubmed.ncbi.nlm.nih.gov/39848838/
85,Neural Epidermal Growth Factor-Like Like Protein 2 Is Expressed in Human Oligodendroglial Cell Types,"Mohammed R Shaker  1 , ; Amna Kahtan  2 , ; Renuka Prasad  3 , ; Ju-Hyun Lee  3 , ; Giovanni Pietrogrande  1 , ; Hannah C Leeson  1 , ; Woong Sun  3 , ; Ernst J Wolvetang  1 , ; Andrii Slonchak  4; ; ; ; ; ; ; ; ; ; ","Abstract
Neural epidermal growth factor-like like 2 (NELL2) is a cytoplasmic and secreted glycosylated protein with six epidermal growth factor-like domains. In animal models, NELL2 is predominantly expressed in neural tissues where it regulates neuronal differentiation, polarization, and axon guidance, but little is known about the role of NELL2 in human brain development. In this study, we show that rostral neural stem cells (rNSC) derived from human-induced pluripotent stem cell (hiPSC) exhibit particularly strong NELL2 expression and that NELL2 protein is enriched at the apical side of neural rosettes in hiPSC-derived brain organoids. Following differentiation of human rostral NSC into neurons, NELL2 remains robustly expressed but changes its subcellular localization from >20 small cytoplasmic foci in NSC to one-five large peri-nuclear puncta per neuron. Unexpectedly, we discovered that in human brain organoids, NELL2 is readily detectable in the oligodendroglia and that the number of NELL2 puncta increases as oligodendrocytes mature. Artificial intelligence-based machine learning further predicts a strong association of NELL2 with multiple human white matter diseases, suggesting that NELL2 may possess yet unexplored roles in regulating oligodendrogenesis and/or myelination during human cortical development and maturation.
Keywords: NELL2; artificial intelligence; brain organoid; neural stem cells; oligodendrocyte.",https://pubmed.ncbi.nlm.nih.gov/35265611/
86,Coding and Noncoding Genes Involved in Atrophy and Compensatory Muscle Growth in Nile Tilapia,"Ali Ali  1   2 , ; Walaa M Shaalan  2   3 , ; Rafet Al-Tobasei  4 , ; Mohamed Salem  1; ; ; ; ; ","Abstract
Improvements in growth-related traits reduce fish time and production costs to reach market size. Feed deprivation and refeeding cycles have been introduced to maximize aquaculture profits through compensatory growth. However, the molecular compensatory growth signature is still uncertain in Nile tilapia. In this study, fish were subjected to two weeks of fasting followed by two weeks of refeeding. The growth curve in refed tilapia was suggestive of a partial compensatory response. Transcriptome profiling of starved and refed fish was conducted to identify genes regulating muscle atrophy and compensatory growth. Pairwise comparisons revealed 5009 and 478 differentially expressed (differential) transcripts during muscle atrophy and recovery, respectively. Muscle atrophy appears to be mediated by the ubiquitin-proteasome and autophagy/lysosome systems. Autophagy-related 2A, F-box and WD repeat domain containing 7, F-box only protein 32, miR-137, and miR-153 showed exceptional high expression suggesting them as master regulators of muscle atrophy. On the other hand, the muscle compensatory growth response appears to be mediated by the continuous stimulation of muscle hypertrophy which exceeded normal levels found in control fish. For instance, genes promoting ribosome biogenesis or enhancing the efficiency of translational machinery were upregulated in compensatory muscle growth. Additionally, myogenic microRNAs (e.g., miR-1 and miR-206), and hypertrophy-associated microRNAs (e.g., miR-27a-3p, miR-29c, and miR-29c) were reciprocally expressed to favor hypertrophy during muscle recovery. Overall, the present study provided insights into the molecular mechanisms regulating muscle mass in fish. The study pinpoints extensive growth-related gene networks that could be used to inform breeding programs and also serve as valuable genomic resources for future mechanistic studies.
Keywords: compensatory growth; fasting-refeeding schedule; hypertrophy; muscle atrophy; tilapia.",https://pubmed.ncbi.nlm.nih.gov/36010581/
87,Choroid plexus defects in Down syndrome brain organoids enhance neurotropism of SARS-CoV-2,"Mohammed R Shaker  1   2 , ; Andrii Slonchak  3 , ; Bahaa Al-Mhanawi  1 , ; Sean D Morrison  1 , ; Julian D J Sng  3 , ; Justin Cooper-White  1   2   4 , ; Alexander A Khromykh  3   5 , ; Ernst J Wolvetang  1   2; ; ; ; ; ; ; ; ; ","Abstract
Why individuals with Down syndrome (DS) are more susceptible to SARS-CoV-2-induced neuropathology remains elusive. Choroid plexus (ChP) plays critical roles in barrier function and immune response modulation and expresses the ACE2 receptor and the chromosome 21-encoded TMPRSS2 protease, suggesting its substantial role in establishing SARS-CoV-2 infection in the brain. To explore this, we established brain organoids from DS and isogenic euploid iPSC that consist of a core of functional cortical neurons surrounded by a functional ChP-like epithelium (ChPCOs). DS-ChPCOs recapitulated abnormal DS cortical development and revealed defects in ciliogenesis and epithelial cell polarity in ChP-like epithelium. We then demonstrated that the ChP-like epithelium facilitates infection and replication of SARS-CoV-2 in cortical neurons and that this is increased in DS. Inhibiting TMPRSS2 and furin activity reduced viral replication in DS-ChPCOs to euploid levels. This model enables dissection of the role of ChP in neurotropic virus infection and euploid forebrain development and permits screening of therapeutics for SARS-CoV-2-induced neuropathogenesis.",https://pubmed.ncbi.nlm.nih.gov/38838150/
88,Aquilaria crassna Extract Exerts Neuroprotective Effect against Benzo[a]pyrene-Induced Toxicity in Human SH-SY5Y Cells: An RNA-Seq-Based Transcriptome Analysis,"Nattaporn Pattarachotanant  1   2 , ; Suporn Sukjamnong  2   3 , ; Panthakarn Rangsinth  4 , ; Kamonwan Chaikhong  1 , ; Chanin Sillapachaiyaporn  1   2 , ; George Pak-Heng Leung  4 , ; Valerie W Hu  5 , ; Tewarit Sarachana  2   3 , ; Siriporn Chuchawankul  6 , ; Tewin Tencomnao  1   2 , ; Anchalee Prasansuklab  1   7; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
Benzo[a]pyrene (B[a]P) is known to inhibit neurodifferentiation and induce neurodegeneration. Agarwood or Aquilaria crassna (AC), a plant with health-promoting properties, may counteract the neurotoxic effects of B[a]P by promoting neuronal growth and survival. This study investigated the protective effect of AC leaf ethanolic extract (ACEE) on the B[a]P-induced impairment of neuronal differentiation. A transcriptomic analysis identified the canonical pathway, the biological network, and the differentially expressed genes (DEGs) that are changed in response to neuronal differentiation and neurogenesis. Several genes, including CXCR4, ENPP2, GAP43, GFRA2, NELL2, NFASC, NSG2, NGB, BASP1, and NEUROD1, in B[a]P-treated SH-SY5Y cells were up-regulated after treatment with ACEE. Notably, a Western blot analysis further confirmed that ACEE increased the protein levels of GAP43 and neuroglobin. B[a]P treatment led to decreased phosphorylation of Akt and increased phosphorylation of ERK in SH-SY5Y cells; however, ACEE was able to reverse these effects. Clionasterol and lupenone were identified in ACEE. Molecular docking showed that these two phytochemicals had significant interactions with CXCR4, GDNF family receptor alpha (GFRA), and retinoid X receptors (RXRs). In conclusion, ACEE may be a potential alternative medicine for the prevention of impaired neuronal differentiation and neurodegenerative diseases.
Keywords: RNA sequencing; agarwood; molecular docking; neurite outgrowth; neurotoxicity; polycyclic aromatic hydrocarbons; signaling pathways.",https://pubmed.ncbi.nlm.nih.gov/39203863/
89,Protocol for generating embedding-free brain organoids enriched with oligodendrocytes,"Bahaa Al-Mhanawi  1 , ; Marta Boira Marti  1 , ; Sean D Morrison  1 , ; Pallavi Gupta  2 , ; Maath Alani  1 , ; Peter G Noakes  3 , ; Ernst J Wolvetang  4 , ; Mohammed R Shaker  5; ; ; ; ; ; ; ; ; ","Abstract
In response to the scarcity of advanced in vitro models dedicated to human CNS white matter research, we present a protocol to generate neuroectoderm-derived embedding-free human brain organoids enriched with oligodendrocytes. We describe steps for neuroectoderm differentiation, development of neural spheroids, and their transferal to Matrigel. We then detail procedures for the development, maturation, and application of oligodendrocyte-enriched brain organoids. The presence of myelin-producing cells makes these organoids useful for studying human white matter diseases, such as leukodystrophy.
Keywords: Neuroscience; Organoids; Stem Cells.",https://pubmed.ncbi.nlm.nih.gov/37976154/
90,Cerebrospinal Fluid Protein Biomarker Discovery in CLN3,"An N Dang Do  1 , ; David E Sleat  2   3 , ; Kiersten Campbell  4 , ; Nicholas L Johnson  4 , ; Haiyan Zheng  2 , ; Christopher A Wassif  5 , ; Ryan K Dale  4 , ; Forbes D Porter  5; ; ; ; ; ; ; ; ; ","Abstract
Syndromic CLN3-Batten is a fatal, pediatric, neurodegenerative disease caused by variants in CLN3, which encodes the endolysosomal transmembrane CLN3 protein. No approved treatment for CLN3 is currently available. The protracted and asynchronous disease presentation complicates the evaluation of potential therapies using clinical disease progression parameters. Biomarkers as surrogates to measure the progression and effect of potential therapeutics are needed. We performed proteomic discovery studies using cerebrospinal fluid (CSF) samples from 28 CLN3-affected and 32 age-similar non-CLN3 individuals. Proximal extension assay (PEA) of 1467 proteins and untargeted data-dependent mass spectrometry [MS; MassIVE FTP server (ftp://MSV000090147@massive.ucsd.edu)] were used to generate orthogonal lists of protein marker candidates. At an adjusted p-value of <0.1 and threshold CLN3/non-CLN3 fold-change ratio of 1.5, PEA identified 54 and MS identified 233 candidate biomarkers. Some of these (NEFL, CHIT1) have been previously linked with other neurologic conditions. Others (CLPS, FAM217B, QRICH2, KRT16, ZNF333) appear to be novel. Both methods identified 25 candidate biomarkers, including CHIT1, NELL1, and ISLR2 which had absolute fold-change ratios >2. NELL1 and ISLR2 regulate axonal development in neurons and are intriguing new candidates for further investigation in CLN3. In addition to identifying candidate proteins for CLN3 research, this study provides a comparison of two large-scale proteomic discovery methods in CSF.
Keywords: Batten; CD302; CHIT1; ISLR2; JNCL; NEFL; NELL1; mass spectrometry; protein biomarkers; proximal extension assay.",https://pubmed.ncbi.nlm.nih.gov/37338096/
91,Evolutionary origin of the chordate nervous system revealed by amphioxus developmental trajectories,"Yichen Dai  1   2 , ; Yanhong Zhong  1 , ; Rongrong Pan  1 , ; Liang Yuan  1   3 , ; Yongheng Fu  1 , ; Yuwei Chen  1 , ; Juan Du  2 , ; Meng Li  2 , ; Xiao Wang  2 , ; Huimin Liu  1 , ; Chenggang Shi  1 , ; Gaoming Liu  2 , ; Pingfen Zhu  2 , ; Sebastian Shimeld  4 , ; Xuming Zhou  5 , ; Guang Li  6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
The common ancestor of all vertebrates had a highly sophisticated nervous system, but questions remain about the evolution of vertebrate neural cell types. The amphioxus, a chordate that diverged before the origin of vertebrates, can inform vertebrate evolution. Here we develop and analyse a single-cell RNA-sequencing dataset from seven amphioxus embryo stages to understand chordate cell type evolution and to study vertebrate neural cell type origins. We identified many new amphioxus cell types, including homologues to the vertebrate hypothalamus and neurohypophysis, rooting the evolutionary origin of these structures. On the basis of ancestor-descendant reconstruction of cell trajectories of the amphioxus and other species, we inferred expression dynamics of transcription factor genes throughout embryogenesis and identified three ancient developmental routes forming chordate neurons. We characterized cell specification at the mechanistic level and generated mutant lines to examine the function of five key transcription factors involved in neural specification. Our results show three developmental origins for the vertebrate nervous system: an anterior FoxQ2-dependent mechanism that is deeply conserved in invertebrates, a less-conserved route leading to more posterior neurons in the vertebrate spinal cord and a mechanism for specifying neuromesoderm progenitors that is restricted to chordates. The evolution of neuromesoderm progenitors may have led to a dramatic shift in posterior neural and mesodermal cell fate decisions and the body elongation process in a stem chordate.",https://pubmed.ncbi.nlm.nih.gov/39025981/
92,Looking back on 2024,,No abstract available,https://pubmed.ncbi.nlm.nih.gov/39794530/
93,"The genome sequence of the amphioxus, Branchiostoma lanceolatum (Pallas, 1774)","Patrick Adkins  1 , ; John Bishop  1 , ; Joanna Harley  1 , ; Peter W H Holland  2 ; ; Marine Biological Association Genome Acquisition Lab; ; Darwin Tree of Life Barcoding collective; ; Wellcome Sanger Institute Tree of Life Management, Samples and Laboratory team; ; Wellcome Sanger Institute Scientific Operations: Sequencing Operations; ; Wellcome Sanger Institute Tree of Life Core Informatics team; ; Tree of Life Core Informatics collective; ; Darwin Tree of Life Consortium; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
We present a genome assembly from a specimen of Branchiostoma lanceolatum (Amphioxus; Chordata; Leptocardii; Amphioxiformes; Branchiostomatidae). The assembly contains two haplotypes with total lengths of 468.40 megabases and 465.81 megabases, respectively. Most of haplotype 1 (99.34%) is scaffolded into 19 chromosomal pseudomolecules. Haplotype 2 is a scaffold level assembly. The mitochondrial genome has also been assembled and is 15.14 kilobases in length.
Keywords: Amphioxiformes; Branchiostoma lanceolatum; amphioxus; chromosomal; genome sequence.",https://pubmed.ncbi.nlm.nih.gov/40093594/
94,"Unraveling the complexity of human brain: Structure, function in healthy and disease states","Omme Fatema Sultana  1 , ; Madhuri Bandaru  1 , ; Md Ariful Islam  1 , ; P Hemachandra Reddy  2; ; ; ; ; ","Abstract
The human brain stands as an intricate organ, embodying a nexus of structure, function, development, and diversity. This review delves into the multifaceted landscape of the brain, spanning its anatomical intricacies, diverse functional capacities, dynamic developmental trajectories, and inherent variability across individuals. The dynamic process of brain development, from early embryonic stages to adulthood, highlights the nuanced changes that occur throughout the lifespan. The brain, a remarkably complex organ, is composed of various anatomical regions, each contributing uniquely to its overall functionality. Through an exploration of neuroanatomy, neurophysiology, and electrophysiology, this review elucidates how different brain structures interact to support a wide array of cognitive processes, sensory perception, motor control, and emotional regulation. Moreover, it addresses the impact of age, sex, and ethnic background on brain structure and function, and gender differences profoundly influence the onset, progression, and manifestation of brain disorders shaped by genetic, hormonal, environmental, and social factors. Delving into the complexities of the human brain, it investigates how variations in anatomical configuration correspond to diverse functional capacities across individuals. Furthermore, it examines the impact of neurodegenerative diseases on the structural and functional integrity of the brain. Specifically, our article explores the pathological processes underlying neurodegenerative diseases, such as Alzheimer's, Parkinson's, and Huntington's diseases, shedding light on the structural alterations and functional impairments that accompany these conditions. We will also explore the current research trends in neurodegenerative diseases and identify the existing gaps in the literature. Overall, this article deepens our understanding of the fundamental principles governing brain structure and function and paves the way for a deeper understanding of individual differences and tailored approaches in neuroscience and clinical practice-additionally, a comprehensive understanding of structural and functional changes that manifest in neurodegenerative diseases.
Keywords: Human brain development; age and ethnic variation; evolution; gender; neurodegenerative disease; physiology and electrophysiology; structure and function.",https://pubmed.ncbi.nlm.nih.gov/39002647/
95,"Genetic Heterogeneity in Four Probands Reveals HGSNAT, KDM6B, LMNA and WFS1 Related Neurodevelopmental Disorders","Behjat Ul Mudassir  1 , ; Mujaddid Mudassir  2 , ; Jamal B Williams  3 , ; Zehra Agha  1   3; ; ; ; ; ","Abstract
Background: Neurodevelopmental disorders of genetic etiology are a highly diverse set of congenital recurrent complications triggered by irregularities in the basic tenets of brain development. Methods: We present whole exome sequencing analysis and expression characteristics of the probands from four unrelated Pakistani consanguineous families with facial dysmorphism, neurodevelopmental, ophthalmic, auditory, verbal, psychiatric, behavioral, dental, and skeletal manifestations otherwise unexplained by clinical spectrum. Results: Whole exome sequencing identifies a novel, bi-allelic, missense variant in the HGSNAT gene [NM_152419.3: c.1411G > A (p. Glu471Lys) exon 14] for proband family E-1 and a rare, bi-allelic, non-frameshift variant in the KDM6B gene [NM_001348716.2: c.786_791dupACCACC (p. Pro263_Pro264dup) exon 10] for proband family E-2, and a novel, mono-allelic, missense variant in the LMNA gene [NM_170707.4: c. 1328 A > G (p. Glu443Gly) exon 8] for proband family E-3 and an ultra-rare, mono-allelic, missense variant in the WFS1 gene [NM_006005.3: c.2131G > A (p. Asp711Asn) exon 8] for proband family E-4. Protein modelling shows conformation and size modifications in mutated residues causing damage to the conserved domains expressed as neurocognitive pathology. Conclusions: The current study broadens the distinctly cultural and genetically inbred pool of the Pakistani population for harmful mutations, contributing to the ever-expanding phenotypic palette. The greatest aspirations are molecular genetic profiling and personalized treatment for individuals with complex neurological symptoms to improve their life activities.
Keywords: cognitive diseases in four families; harmful mutations in Pakistani families; mono-allelic and bi-allelic variants causing NDDs; neurodevelopmental syndromic probands.",https://pubmed.ncbi.nlm.nih.gov/39767643/
96,The Role of Complexity Theory in Understanding Brain's Neuron-Glia Interactions,"M Di Chiano  1 , ; P Milior  2 , ; Y Poulot-Becq-Giraudon  3 , ; R Lanfredini  4 , ; G Milior  3   5; ; ; ; ; ; ","Abstract
Brain information processing complexity is conventionally recognized as derived from neuronal activity, with neurons and their dynamic signalling responsible for the transfer and processing of information. However, the brain also contains other non-neuronal cells, glial cells, which exceed the number of neurons and are involved in the processes related with information coding by neural networks and underlying brain functions. Decisive advances in the characterization of the molecular and physiological properties of glial cells shed light on their active roles in neurotransmission and neuronal physiopathology. This expanded relationship between neurons and glia challenges traditional neurobiology by highlighting their reciprocal influence, where it is difficult to determine whether neuronal or glial processes initiate and drive the interactions. This interplay creates a dilemma, where the causal hierarchy between these two cell types remains unresolved. A philosophical tool, the 'Theory of Complexity' of Edgard Morin can help to better explain and study the complexity of neuron-glia interactions. Morin's proposal on complexity is useful to transform brain knowledge, in order to review the brain molecular functions in antireductionist pattern. In this manuscript, we will discuss how to use the 'retroactive loop' principle from Morin's 'Theory of Complexity' at the brain molecular level, proposing a new philosophical-experimental grid that can help neuroscientists for a better understanding of the glia-neuron interactions in the brain.
Keywords: antireductionism; complexity; glia; model theory; neurons; philosophical tools; synapses.",https://pubmed.ncbi.nlm.nih.gov/40074717/
97,Remodeling of extracellular matrix collagen IV by MIG-6/papilin regulates neuronal architecture,"Malika Nadour  1   2 , ; Robert I Valette Reveno Leatis  1   2 , ; Marie Biard  1   2 , ; Noémie Frébault  1   2 , ; Lise Rivollet  1   2 , ; Philippe St-Louis  1   2 , ; Cassandra R Blanchette  3 , ; Andrea Thackeray  3 , ; Paola Perrat  3 , ; Carlo Bevilacqua  4 , ; Robert Prevedel  4   5   6   7 , ; Laurent Cappadocia  2   8   9 , ; Georgia Rapti  5   6   7   10 , ; Maria Doitsidou  11 , ; Claire Y Bénard  1   2   3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
Neuronal architecture established embryonically must persist lifelong to ensure normal brain function. However, little is understood about the mechanisms behind the long-term maintenance of neuronal organization. To uncover maintenance mechanisms, we performed a suppressor screen in sax-7/L1CAM mutants, which exhibit progressive disorganization with age. We identified the conserved extracellular matrix protein MIG-6/papilin as a key regulator of neuronal maintenance. Combining incisive molecular genetics, structural predictions, in vivo quantitative imaging, and cutting-edge Brillouin microscopy, we show that MIG-6/papilin remodels extracellular matrix collagen IV, working in concert with the secreted enzymes MIG-17/ADAMTS and PXN-2/peroxidasin. This remodeling impacts tissue biomechanics and ensures neuronal stability, even under increased mechanical stress. Our findings highlight an extracellular mechanism by which MIG-6/papilin supports the integrity of neuronal architecture throughout life. This work provides critical insights into the molecular basis of sustaining neuronal architecture and offers a foundation for understanding age-related and neurodegenerative disorders.
Keywords: MIG-6; Papilin; collagen IV; extracellular matrix; neuronal maintenance.",https://pubmed.ncbi.nlm.nih.gov/39989960/
98,"Organoids meet microfluidics: recent advancements, challenges, and future of organoids-on-chip","Talha Chauhdari  1 , ; Syeda Armana Zaidi  1 , ; Jilei Su  1 , ; Yongsheng Ding  1; ; ; ; ; ","Abstract
Organoids are three-dimensional, miniaturized tissue-like structures derived from either stem cells or primary cells, emerging as powerful in vitro models for studying developmental biology, disease pathology, and drug discovery. These organoids more accurately mimic cell-cell interactions and complexities of human tissues compared to traditional cell cultures. However, challenges such as limited nutrient supply and biomechanical cue replication hinder their maturation and viability. Microfluidic technologies, with their ability to control fluid flow and mimic the mechanical environment of tissues, have been integrated with organoids to create organoid-on-chip models that address these limitations. These models not only improve the physiological relevance of organoids but also enable more precise investigation of disease mechanisms and therapeutic responses. By combining microfluidics and organoids, several advanced organoids-on-chip models have been developed to investigate mechanical and biochemical cues involved in disease progression. This review discusses various methods to develop organoids-on-chip and the recently established organoids-on-chip models with their advanced functions. Finally, we highlighted potential strategies to enhance the functionality of organoid models, aiming to overcome current limitations and bridge the gap between current cell culture models and clinical applications, advancing personalized medicine, and improving therapeutic testing.
Keywords: Microfluidic chip; Organoids; Organoids-on-chip.",https://pubmed.ncbi.nlm.nih.gov/40160209/
99,Nanotechnology-driven Microemulsion Based Intranasal Delivery to Neurotechnology-driven Neuralink: Strategies to Improve Management of Neurodegenerative Disorders,"Pragya  1 , ; Shradha Bisht  1 , ; Poonam Parashar  2; ; ; ; ","Abstract
Neurodegenerative disorder refers to malfunctioning of neurons their degradation leading to death of neurons. Among various neurodegenerative disorders APHD (Alzheimer's, Parkinson's, and Huntington's Disease) are particularly concerning due to their progressive and debilitating nature. The therapeutic agent used for treatment and management of APHD often show unsatisfactory clinical outcome owing to poor solubility and limited permeability across blood brain barrier (BBB). The nose-to brain delivery can overcome this BBB challenge as it can transport drug directly to brain though olfactory pathways bypassing BBB. Additionally, the nanotechnology has emerged as a cutting-edge methodology to address this issue and specifically mucoadhesive micro/nanoemulsion can improve the overall performance of the drug when administered intranasally. Beyond the therapy neurotechnology has emerged as are revolutionary AI-driven BCI (Brain computer interface) aimed to restore independence in patients with function loss due to neuron degeneration/death. A promising BCI Neuralink has been recently explored for clinical trials and results revealed that a quadriplegia bearing person with implanted Neuralink chip was able to perform few normal functions of daily routine such as playing online games, text messaging, reading, and learning foreign languages online through accessing the particular websites. This review will discuss the fundamental concepts of neurodegeneration, application of micro/nanoemulsion through intranasal route and integration of neurotechnology for the management and treatment of APHD.
Keywords: alzheimer’s; huntington’s disease; neuralink; neurotechnology; parkinson’s.",https://pubmed.ncbi.nlm.nih.gov/39266806/
100,New developments in the biology of fibroblast growth factors,"David M Ornitz  1 , ; Nobuyuki Itoh  2; ; ; ","Abstract
The fibroblast growth factor (FGF) family is composed of 18 secreted signaling proteins consisting of canonical FGFs and endocrine FGFs that activate four receptor tyrosine kinases (FGFRs 1-4) and four intracellular proteins (intracellular FGFs or iFGFs) that primarily function to regulate the activity of voltage-gated sodium channels and other molecules. The canonical FGFs, endocrine FGFs, and iFGFs have been reviewed extensively by us and others. In this review, we briefly summarize past reviews and then focus on new developments in the FGF field since our last review in 2015. Some of the highlights in the past 6 years include the use of optogenetic tools, viral vectors, and inducible transgenes to experimentally modulate FGF signaling, the clinical use of small molecule FGFR inhibitors, an expanded understanding of endocrine FGF signaling, functions for FGF signaling in stem cell pluripotency and differentiation, roles for FGF signaling in tissue homeostasis and regeneration, a continuing elaboration of mechanisms of FGF signaling in development, and an expanding appreciation of roles for FGF signaling in neuropsychiatric diseases. This article is categorized under: Cardiovascular Diseases > Molecular and Cellular Physiology Neurological Diseases > Molecular and Cellular Physiology Congenital Diseases > Stem Cells and Development Cancer > Stem Cells and Development.
Keywords: fibroblast growth factors; organogenesis; receptor tyrosine kinase; regeneration; tyrosine kinase inhibitors.",https://pubmed.ncbi.nlm.nih.gov/35142107/
